0 15 16 2 20 1 1 1 0 0
0 20 20 3 25 1 1 1 0 0
0 10 7 0 30 0 0 0 0 0
0 30 25 5 35 0 0 0 0 0
0 40 50 12 50 0 0 0 0 0
0 42 30 13 70 1 0 0 0 0
0 35 12 0 17 0 0 0 0 1
0 50 10 15 22 1 1 1 0 1
0 12 21 16 50 1 1 1 0 1
0 70 80 25 70 1 1 1 0 0
0 50 88 30 80 1 1 1 0 1
0 19 6 19 12 1 1 1 0 1
0 5 1 0 11 0 0 0 0 0
0 20 14 12 19 0 0 0 0 1
1 62 70 44 60 0 0 0 0 1
0 30 40 22 66 1 1 1 0 0
0 36 30 20 80 0 0 0 0 0
0 55 13 35 90 0 0 0 0 1
1 69 15 36 96 1 1 1 0 0
1 70 50 40 99 1 1 1 0 0
0 60 60 33 90 0 0 0 0 0
0 10 12 4 80 0 0 1 0 0
0 15 21 2 90 0 0 1 0 0
0 2 0 2 50 0 0 0 0 0
0 0 2 3 70 1 1 0 0 0
0 8 7 30 40 1 1 0 0 0
0 19 19 25 40 1 0 1 0 0
0 25 15 12 33 0 0 0 0 0
0 75 85 52 43 1 1 1 0 0
0 30 90 33 35 0 0 1 0 0
0 35 80 50 70 1 1 1 0 0
0 4 5 40 16 1 1 0 0 0
0 2 19 10 50 1 1 0 0 0
0 8 22 9 40 0 0 0 0 0
0 12 11 8 40 0 0 0 0 0
0 10 12 17 30 0 0 0 0 0
1 8 6 4 22 1 1 0 0 0
0 45 54 26 90 1 1 1 0 0
0 0 0 0 4 0 0 0 0 0
0 50 90 37 70 1 1 1 0 0
0 14 13 3 70 0 0 0 0 0
0 19 20 16 50 0 1 1 0 0
0 10 12 7 33 1 1 0 0 0
0 30 35 28 90 1 1 1 0 0
0 33 33 30 90 0 0 1 0 0
0 20 12 15 70 0 1 0 0 0
0 7 10 1 30 0 0 0 0 0
1 70 4 39 90 1 1 1 0 0
1 13 80 40 88 1 1 1 0 0
0 29 39 50 77 1 1 1 0 0
0 20 14 12 70 0 0 0 0 0
0 39 15 16 50 0 1 0 0 0
0 55 90 16 40 0 0 1 0 0
1 49 70 19 75 1 1 1 0 0
1 12 50 8 30 0 0 0 0 0
0 16 14 6 20 1 1 0 0 1
0 19 5 4 1 1 1 0 0 1
0 5 2 6 5 1 1 0 0 1
0 28 60 19 50 1 1 1 0 1
0 27 22 22 40 0 1 1 0 1
1 21 10 28 20 0 1 0 0 0
0 50 70 32 40 1 1 1 0 0
1 80 90 70 80 1 1 1 0 0
0 17 13 16 12 1 0 1 0 0
0 0 5 7 2 0 0 0 0 0
0 13 5 18 19 0 0 0 0 0
0 25 10 19 30 0 0 0 0 0
1 65 75 23 80 1 1 1 0 0
1 70 69 35 30 1 1 1 0 0
0 39 40 11 33 0 0 1 0 0
0 22 30 10 12 1 1 0 0 0
0 29 22 9 20 1 1 1 0 0
0 11 2 2 8 0 0 1 0 1
0 19 30 26 19 1 0 0 0 0
0 12 0 6 13 0 0 1 0 0
1 50 90 29 60 1 1 1 0 0
1 15 70 37 44 1 1 1 0 0
0 20 80 33 33 1 1 1 0 0
0 13 3 11 9 0 0 0 0 0
1 80 90 49 55 1 0 1 0 1
0 8 15 10 40 1 0 1 0 1
0 8 25 1 70 0 0 0 0 0
0 7 5 2 80 1 1 0 0 0
0 7 4 10 50 0 1 0 0 0
0 50 70 50 10 1 1 0 0 0
0 1 0 1 12 0 0 0 0 0
0 70 12 40 50 1 1 1 0 0
0 19 70 3 50 0 0 1 0 0
0 3 12 4 33 0 0 1 0 0
0 5 20 1 50 1 1 0 0 0
0 4 8 10 60 1 1 0 0 0
0 80 90 55 19 1 1 1 0 0
0 50 70 19 15 1 1 1 0 0
0 55 89 40 40 1 1 1 0 0
0 80 44 35 10 0 1 0 0 0
0 100 80 2 70 0 0 1 0 0
0 14 60 11 75 1 1 1 0 0
0 6 2 38 12 0 0 1 0 0
0 10 3 0 30 0 0 1 0 0
0 50 7 9 50 1 0 0 0 0
0 50 90 40 90 1 0 1 0 0
1 70 92 50 7 1 1 1 0 0
0 2 6 2 8 0 0 0 0 0
0 1 7 6 10 0 0 0 0 0
0 0 12 3 3 1 1 0 0 0
0 0 0 5 80 1 1 0 0 0
0 12 26 7 40 1 1 1 0 0
0 70 90 41 33 1 0 1 0 0
0 7 12 5 3 0 0 0 0 0
0 90 70 30 14 0 0 1 0 0
1 70 88 55 40 1 1 1 0 0
0 77 80 51 80 0 1 1 0 0
0 2 5 3 50 0 0 0 0 0
0 25 27 0 69 0 0 0 0 0
0 11 2 0 50 0 0 0 0 0
0 0 8 11 70 1 1 0 0 0
1 77 80 12 19 1 1 0 0 0
1 25 29 40 17 0 1 1 0 0
1 24 35 23 22 1 1 0 0 0
0 60 60 3 60 0 0 1 0 0
1 21 12 0 50 1 1 1 0 0
1 0 4 8 30 0 0 0 0 0
0 66 90 55 12 1 1 0 0 0
0 70 98 7 5 1 1 1 0 0
0 0 6 4 15 1 0 1 0 0
0 12 30 0 17 0 1 0 0 0
0 2 9 7 55 1 1 1 0 0
0 55 33 6 9 0 0 0 0 0
0 12 10 20 16 0 0 1 0 0
0 70 90 2 2 1 1 1 0 0
0 7 9 5 30 0 0 0 0 0
0 80 42 20 50 1 1 1 0 0
0 0 3 10 3 0 0 0 0 0
0 12 60 0 70 1 1 0 0 0
0 80 80 15 70 1 1 1 0 0
1 70 80 95 70 1 1 1 0 0
1 70 80 95 70 1 1 1 0 0
1 60 80 50 40 0 0 1 0 0
1 100 80 95 90 0 0 1 0 0
1 100 85 85 70 0 0 1 0 0
0 10 60 5 20 1 0 0 0 0
0 19 65 50 10 0 0 0 0 0
0 10 75 55 11 1 1 1 0 0
0 80 90 55 19 1 1 1 0 0
0 10 10 15 19 0 0 0 0 0
0 70 75 55 11 1 0 1 0 0
1 100 75 50 70 1 1 1 0 0
0 10 79 30 30 0 0 1 0 0
0 60 55 30 40 0 0 1 0 0
1 100 75 50 70 1 0 1 0 0
0 80 80 51 59 1 1 1 0 0
0 23 63 71 89 1 1 1 0 0
0 100 91 98 40 1 0 1 0 0
0 10 51 40 40 0 0 0 0 0
0 70 50 33 41 0 0 0 0 0
0 70 58 73 91 1 0 1 0 1
0 70 50 30 49 1 1 1 0 0
0 70 50 33 40 0 1 1 0 0
0 22 51 48 10 0 0 0 0 0
0 62 68 48 80 1 1 1 0 0
1 82 89 58 50 1 1 1 0 0
1 72 80 58 66 0 0 1 0 0
1 70 82 3 73 0 0 1 0 0
1 60 82 93 43 0 0 0 0 0
1 55 72 83 14 1 1 0 0 0
1 72 65 73 66 1 1 1 0 0
1 51 82 53 43 0 0 1 0 0
1 80 92 83 43 1 1 1 0 0
1 60 52 23 33 1 1 1 0 0
1 30 12 29 23 0 0 1 0 0
0 40 62 83 33 1 1 1 0 0
1 60 52 23 33 0 1 1 0 0
1 20 22 53 13 0 1 0 0 0
1 20 52 23 33 1 1 0 0 0
0 50 62 73 43 1 0 0 0 0
0 10 2 13 53 0 0 0 0 0
1 60 52 23 33 1 0 1 0 0
1 15 52 83 11 1 0 1 0 0
1 80 42 33 13 1 0 1 0 0
1 40 51 20 33 0 0 1 0 0
0 60 70 63 93 1 0 1 0 0
0 50 62 13 33 0 0 0 0 0
1 85 75 62 53 1 0 1 0 0
0 25 15 32 53 0 0 1 0 0
1 10 35 30 13 0 0 0 0 0
1 87 65 82 33 1 1 1 0 0
1 85 15 22 53 1 1 1 0 0
0 80 71 52 51 1 1 1 0 0
1 75 71 72 53 1 1 1 0 0
0 85 66 12 23 0 0 1 0 0
0 23 25 32 53 0 0 1 0 0
0 15 25 37 13 1 1 0 0 0
1 95 91 62 53 1 1 1 0 0
1 81 75 62 53 0 0 1 0 0
1 53 75 72 23 0 0 1 0 0
0 15 43 42 33 1 1 1 0 0
1 92 65 62 53 1 1 1 0 0
1 83 75 62 53 0 0 1 0 0
0 27 15 42 53 0 0 0 0 0
0 45 95 12 13 0 0 1 0 0
1 15 90 52 83 1 0 1 0 0
1 45 58 52 43 1 1 1 0 0
0 25 5 12 33 1 1 1 0 0
0 22 51 42 40 1 0 1 0 0
0 29 10 12 24 0 0 0 0 0
1 72 51 42 24 1 0 0 0 0
0 67 31 42 14 1 1 1 0 0
0 17 21 42 14 1 1 1 0 0
1 27 41 49 14 0 0 1 0 0
0 70 81 39 84 0 0 1 0 0
1 27 90 82 14 1 1 1 0 0
0 17 61 42 14 0 0 1 0 0
1 87 81 42 19 1 1 1 0 0
0 7 61 22 14 0 0 0 0 0
0 17 50 2 4 0 0 0 0 0
0 5 21 42 14 0 1 0 0 0
1 27 41 32 61 1 0 0 0 0
0 87 88 40 10 1 1 1 0 0
1 96 61 42 94 1 0 1 0 0
1 57 51 46 34 1 1 1 0 0
0 77 69 41 13 1 1 1 0 0
0 80 51 40 24 0 1 1 0 0
0 62 61 82 40 1 0 1 0 0
